<BondForcePoints> 			
  0.67195364E+01 -0.51030934E+02  0.30739606E+03  0.26443660E+04  0.66127346E+01  0.24410746E+02  0.32499639E+03 -0.25391910E+04 	 0.35773502E+02 -0.25394206E+03  0.80219513E+03 -0.24341257E+04			
  0.66187253E+01 -0.49769617E+02  0.32326226E+03  0.36442407E+04  0.66628357E+01  0.25680261E+02  0.30976124E+03 -0.81787260E+04 	 0.35268810E+02 -0.25076250E+03  0.78759045E+03 -0.86532416E+03			
  0.65205083E+01 -0.48432837E+02  0.34512770E+03  0.34708143E+04  0.67153699E+01  0.26821161E+02  0.26068889E+03 -0.83427465E+04 	 0.34770428E+02 -0.24762251E+03  0.78239850E+03 -0.22061265E+04			
  0.64250509E+01 -0.47010677E+02  0.36595259E+03  0.70915709E+04  0.67699882E+01  0.27763804E+02  0.21063241E+03 -0.86735960E+04 	 0.34278294E+02 -0.24451939E+03  0.76916174E+03 -0.17580759E+04			
  0.63325500E+01 -0.45461768E+02  0.40850201E+03  0.70197831E+04  0.68262889E+01  0.28502250E+02  0.15859083E+03 -0.84995745E+04 	 0.33792316E+02 -0.24146384E+03  0.75861322E+03 -0.73793433E+03			
  0.62433167E+01 -0.43743522E+02  0.45062071E+03  0.46650186E+04  0.68838598E+01  0.29034619E+02  0.10759339E+03 -0.10124862E+05 	 0.33312420E+02 -0.23843825E+03  0.75418567E+03 -0.20307500E+04			
  0.61576694E+01 -0.41885059E+02  0.47861082E+03  0.45370131E+04  0.69422784E+01  0.29343494E+02  0.46844215E+02 -0.99099984E+04 	 0.32838543E+02 -0.23544588E+03  0.74200110E+03 -0.15532006E+04			
  0.60758501E+01 -0.39916172E+02  0.50583290E+03 -0.53087719E+03  0.70010735E+01  0.29411951E+02 -0.12615776E+02 -0.17970385E+05 	 0.32370609E+02 -0.23249652E+03  0.73268201E+03 -0.11406074E+04			
  0.59980368E+01 -0.37899211E+02  0.50264764E+03 -0.52831593E+03  0.70597032E+01  0.29145843E+02 -0.12043809E+03 -0.17553699E+05 	 0.31908537E+02 -0.22957948E+03  0.72583832E+03 -0.19514274E+04			
  0.59242447E+01 -0.35894960E+02  0.49947774E+03  0.16812464E+04  0.71173727E+01  0.28453446E+02 -0.22576028E+03 -0.15318527E+05 	 0.31452265E+02 -0.22669954E+03  0.71412976E+03 -0.11351753E+03			
  0.58544662E+01 -0.33876874E+02  0.50956522E+03  0.16051027E+04  0.71732540E+01  0.27366583E+02 -0.31767144E+03 -0.15104391E+05 	 0.31001720E+02 -0.22384438E+03  0.71344861E+03 -0.35530476E+04			
  0.57887635E+01 -0.31819352E+02  0.51919584E+03  0.39032345E+04  0.72265956E+01  0.25914644E+02 -0.40829779E+03 -0.78979479E+04 	 0.30556856E+02 -0.22103322E+03  0.69213031E+03  0.12108358E+04			
  0.57272328E+01 -0.29695730E+02  0.54261524E+03  0.40112732E+04  0.72767286E+01  0.24186678E+02 -0.45568548E+03 -0.74651818E+04 	 0.30117567E+02 -0.21825015E+03  0.69939532E+03 -0.41513438E+04			
  0.56700439E+01 -0.27477133E+02  0.56668288E+03  0.11922464E+04  0.73232194E+01  0.22274354E+02 -0.50047657E+03 -0.93475161E+04 	 0.29683830E+02 -0.21550238E+03  0.67448718E+03  0.10144402E+04			
  0.56173659E+01 -0.25196095E+02  0.57383636E+03  0.10583660E+04  0.73656915E+01  0.20160277E+02 -0.55656166E+03 -0.97232862E+04 	 0.29255537E+02 -0.21279230E+03  0.68057379E+03 -0.11728035E+04			
  0.55692776E+01 -0.22888049E+02  0.58018656E+03  0.11949932E+03  0.74037080E+01  0.17817351E+02 -0.61490138E+03 -0.43286850E+04 	 0.28832664E+02 -0.21008408E+03  0.67353693E+03 -0.30878921E+04			
  0.55258232E+01 -0.20565869E+02  0.58090355E+03 -0.35829253E+03  0.74368485E+01  0.15305802E+02 -0.64087349E+03 -0.44214523E+04 	 0.28415165E+02 -0.20742697E+03  0.65500952E+03  0.17302669E+03			
  0.54870122E+01 -0.18246554E+02  0.57875380E+03  0.24511724E+04  0.74648612E+01  0.12689250E+02 -0.66740221E+03  0.22750311E+04 	 0.28002932E+02 -0.20480486E+03  0.65604773E+03 -0.21322817E+04			
  0.54528537E+01 -0.15902125E+02  0.59346083E+03  0.29674398E+04  0.74875883E+01  0.10046942E+02 -0.65375202E+03  0.37391971E+04 	 0.27595928E+02 -0.20220624E+03  0.64325403E+03 -0.23075819E+03			
  0.54234470E+01 -0.13492672E+02  0.61126547E+03  0.29967934E+04  0.75050971E+01  0.74768040E+01 -0.63131684E+03  0.34015107E+04 	 0.27194086E+02 -0.19963599E+03  0.64186945E+03 -0.17092327E+04			
  0.53989307E+01 -0.11011649E+02  0.62924623E+03  0.34574495E+04  0.75175526E+01  0.49923548E+01 -0.61090777E+03  0.32338837E+04 	 0.26797367E+02 -0.19708902E+03  0.63161401E+03 -0.56162909E+03			
  0.53794521E+01 -0.84531745E+01  0.64999093E+03  0.14095271E+04  0.75251196E+01  0.25875303E+01 -0.59150447E+03  0.43466537E+04 	 0.26405710E+02 -0.19456929E+03  0.62824426E+03 -0.22461304E+04			
  0.53651570E+01 -0.58362964E+01  0.65844809E+03  0.22074592E+03  0.75279634E+01  0.27367228E+00 -0.56542455E+03  0.46551502E+04 	 0.26019072E+02 -0.19208330E+03  0.61476764E+03  0.25721689E+03			
  0.53561199E+01 -0.31998551E+01  0.65977257E+03  0.39574256E+03  0.75262863E+01 -0.19321641E+01 -0.53749365E+03  0.58420630E+04 	 0.25637365E+02 -0.18962114E+03  0.61631091E+03 -0.26020303E+04			
  0.53523625E+01 -0.55601592E+00  0.66214702E+03  0.13557132E+03  0.75203187E+01 -0.40120339E+01 -0.50244127E+03  0.73793267E+04 	 0.25260567E+02 -0.18718712E+03  0.60069873E+03  0.37003250E+03			
  0.53539001E+01  0.20941990E+01  0.66296045E+03  0.44412310E+03  0.75103439E+01 -0.59332471E+01 -0.45816531E+03  0.65526056E+04 	 0.24888597E+02 -0.18477988E+03  0.60291895E+03 -0.17353328E+04			
  0.53607439E+01  0.47513703E+01  0.66562519E+03  0.11370201E+04  0.74966972E+01 -0.76872771E+01 -0.41884967E+03  0.54627392E+04 	 0.24521435E+02 -0.18238902E+03  0.59250690E+03 -0.82155444E+03			
  0.53729182E+01  0.74275153E+01  0.67244731E+03  0.50946805E+03  0.74796909E+01 -0.92971229E+01 -0.38607324E+03  0.64660311E+04 	 0.24159019E+02 -0.18002885E+03  0.58757758E+03 -0.11772742E+04			
  0.53904671E+01  0.10123418E+02  0.67550412E+03 -0.16388523E+04  0.74596041E+01 -0.10763823E+02 -0.34727705E+03  0.10725880E+05 	 0.23801302E+02 -0.17769266E+03  0.58051392E+03 -0.60285199E+03			
  0.54134029E+01  0.12805768E+02  0.66567100E+03 -0.14268560E+04  0.74367732E+01 -0.12024221E+02 -0.28292177E+03  0.99486044E+04 	 0.23448238E+02 -0.17537787E+03  0.57689685E+03 -0.17748301E+04			
  0.54416657E+01  0.15451330E+02  0.65710987E+03 -0.36522541E+04  0.74116726E+01 -0.13036525E+02 -0.22323015E+03  0.75569628E+04 	 0.23099775E+02 -0.17309157E+03  0.56624786E+03 -0.11459328E+03			
  0.54751676E+01  0.18035943E+02  0.63519634E+03 -0.36176099E+04  0.73847671E+01 -0.13838762E+02 -0.17788837E+03  0.77382909E+04 	 0.22755856E+02 -0.17082796E+03  0.56556030E+03 -0.13373234E+04			
  0.55137513E+01  0.20533317E+02  0.61349069E+03 -0.23827422E+04  0.73564399E+01 -0.14457456E+02 -0.13145862E+03  0.41677211E+04 	 0.22416451E+02 -0.16858176E+03  0.55753632E+03 -0.50230307E+03			
  0.55572528E+01  0.22958686E+02  0.59919423E+03 -0.20544309E+04  0.73270325E+01 -0.14933278E+02 -0.10645230E+03  0.31941193E+04 	 0.22081512E+02 -0.16635764E+03  0.55452252E+03 -0.16583218E+04			
  0.56055505E+01  0.25330810E+02  0.58686765E+03 -0.25777874E+04  0.72967657E+01 -0.15320758E+02 -0.87287580E+02  0.53043913E+04 	 0.21751001E+02 -0.16415944E+03  0.54457257E+03 -0.25344797E+03			
  0.56585390E+01  0.27647347E+02  0.57140092E+03 -0.26615983E+04  0.72658175E+01 -0.15606255E+02 -0.55461233E+02  0.63876436E+04 	 0.21424858E+02 -0.16198419E+03  0.54305188E+03 -0.13828860E+04			
  0.57160980E+01  0.29901012E+02  0.55543133E+03 -0.30176825E+04  0.72344342E+01 -0.15751448E+02 -0.17135371E+02  0.53148532E+04 	 0.21103050E+02 -0.15982857E+03  0.53475452E+03 -0.28401550E+03			
  0.57780976E+01  0.32086525E+02  0.53732524E+03 -0.37145828E+04  0.72029053E+01 -0.15756212E+02  0.14753748E+02  0.46099224E+04 	 0.20785534E+02 -0.15769298E+03  0.53305048E+03 -0.10669076E+04			
  0.58443903E+01  0.34191251E+02  0.51503774E+03 -0.31615068E+04  0.71714888E+01 -0.15641878E+02  0.42413283E+02  0.38952206E+04 	 0.20472271E+02 -0.15557358E+03  0.52664899E+03 -0.15290878E+04			
  0.59148076E+01  0.36213464E+02  0.49606870E+03 -0.16077648E+04  0.71404059E+01 -0.15425482E+02  0.65784607E+02  0.41226542E+03 	 0.20163218E+02 -0.15348534E+03  0.51747449E+03  0.74790802E+03			
  0.59892060E+01  0.38178446E+02  0.48642211E+03 -0.17087391E+04  0.71098213E+01 -0.15157396E+02  0.68258199E+02  0.70493401E+03 	 0.19858322E+02 -0.15140645E+03  0.52196191E+03 -0.26565498E+04			
  0.60674949E+01  0.40103629E+02  0.47616968E+03 -0.24240183E+04  0.70797852E+01 -0.14875904E+02  0.72487803E+02  0.35252947E+04 	 0.19557575E+02 -0.14935048E+03  0.50602258E+03  0.58190802E+03			
  0.61495874E+01  0.41979220E+02  0.46162557E+03 -0.21131098E+04  0.70503516E+01 -0.14543649E+02  0.93639571E+02  0.33564320E+04 	 0.19260902E+02 -0.14731940E+03  0.50951404E+03 -0.15822493E+04			
  0.62353754E+01  0.43800365E+02  0.44894691E+03 -0.40003588E+04  0.70216657E+01 -0.14128814E+02  0.11377816E+03  0.48252630E+04 	 0.18968288E+02 -0.14530032E+03  0.50002051E+03 -0.28419861E+02			
  0.63247400E+01  0.45548148E+02  0.42494476E+03 -0.48682755E+04  0.69939018E+01 -0.13615798E+02  0.14272974E+03  0.55784115E+04 	 0.18679691E+02 -0.14330061E+03  0.49985001E+03 -0.17601664E+04			
  0.64174971E+01  0.47189508E+02  0.39573510E+03 -0.41047742E+04  0.69672857E+01 -0.12977938E+02  0.17620021E+03  0.46413298E+04 	 0.18395075E+02 -0.14132233E+03  0.48928900E+03  0.92124756E+02			
  0.65134262E+01  0.48723191E+02  0.37110646E+03 -0.32779902E+04  0.69420718E+01 -0.12217441E+02  0.20404819E+03  0.35243101E+04 	 0.18114388E+02 -0.13936406E+03  0.48984174E+03 -0.99252118E+03			
  0.66123308E+01  0.50168281E+02  0.35143852E+03 -0.36346056E+04  0.69184813E+01 -0.11358957E+02  0.22519405E+03  0.38840287E+04 	 0.17837610E+02 -0.13741661E+03  0.48388660E+03 -0.65388354E+03			
  0.67140440E+01  0.51530419E+02  0.32963088E+03 -0.64697553E+04  0.68966952E+01 -0.10411572E+02  0.24849822E+03  0.59951733E+04 	 0.17564707E+02 -0.13548891E+03  0.47996329E+03 -0.11603065E+04			
  0.68183716E+01  0.52771306E+02  0.29081235E+03 -0.58071253E+04  0.68769140E+01 -0.93456374E+01  0.28446926E+03  0.57023924E+04 	 0.17295639E+02 -0.13358296E+03  0.47300143E+03 -0.18658409E+03			
  0.69250310E+01  0.53864870E+02  0.25596960E+03 -0.88123978E+04  0.68594062E+01 -0.81393317E+01  0.31868362E+03  0.59134956E+04 	 0.17030363E+02 -0.13169319E+03  0.47188193E+03 -0.71781775E+03			
  0.70337142E+01  0.54782999E+02  0.20309521E+03 -0.98577299E+04  0.68444496E+01 -0.67936353E+01  0.35416459E+03  0.59552531E+04 	 0.16768858E+02 -0.12981429E+03  0.46757501E+03 -0.14706000E+04			
  0.71440137E+01  0.55477088E+02  0.14394883E+03 -0.71833047E+04  0.68323266E+01 -0.53055139E+01  0.38989611E+03  0.54070271E+04 	 0.16511091E+02 -0.12796165E+03  0.45875153E+03  0.11241432E+04			
  0.72554862E+01  0.55966683E+02  0.10084900E+03 -0.45340555E+04  0.68233185E+01 -0.36810451E+01  0.42233827E+03  0.47784341E+04 	 0.16257011E+02 -0.12611315E+03  0.46549640E+03 -0.30351577E+04			
  0.73677867E+01  0.56315671E+02  0.73644672E+02 -0.48848633E+04  0.68176839E+01 -0.19343508E+01  0.45100888E+03  0.49594909E+04 	 0.16006622E+02 -0.12428758E+03  0.44728540E+03  0.13615695E+04			
  0.74806735E+01  0.56551631E+02  0.44335492E+02 -0.38141331E+04  0.68156590E+01 -0.70801414E-01  0.48076582E+03  0.62669994E+04 	 0.15759847E+02 -0.12248210E+03  0.45545483E+03 -0.19343070E+04			
  0.75939236E+01  0.56683203E+02  0.21450693E+02 -0.40023434E+04  0.68174905E+01  0.19274659E+01  0.51836782E+03  0.58706839E+04 	 0.15516688E+02 -0.12068349E+03  0.44384900E+03 -0.17990076E+03			
  0.77073438E+01  0.56720978E+02 -0.25633676E+01 -0.30255654E+04  0.68234659E+01  0.40713853E+01  0.55359192E+03  0.71835380E+04 	 0.15277095E+02 -0.11891025E+03  0.44276959E+03 -0.20899921E+03			
  0.78207513E+01  0.56674418E+02 -0.20716760E+02 -0.36551958E+04  0.68338805E+01  0.63719555E+01  0.59669315E+03  0.75868738E+04 	 0.15041043E+02 -0.11714168E+03  0.44151556E+03 -0.12009738E+04			
  0.79339880E+01  0.56547688E+02 -0.42647935E+02  0.21780471E+02  0.68490719E+01  0.88497706E+01  0.64221439E+03  0.67284142E+04 	 0.14808519E+02 -0.11539005E+03  0.43430981E+03 -0.67680225E+03			
  0.80469130E+01  0.56377358E+02 -0.42517252E+02  0.58617022E+04  0.68693941E+01  0.11499369E+02  0.68258488E+03  0.56362763E+04 	 0.14579471E+02 -0.11366093E+03  0.43024902E+03 -0.34464957E+03			
  0.81595445E+01  0.56277629E+02 -0.73470390E+01  0.46981718E+04  0.68951683E+01  0.14297344E+02  0.71640253E+03  0.57067089E+04 	 0.14353867E+02 -0.11194406E+03  0.42818109E+03 -0.20668752E+03			
  0.82721080E+01  0.56304619E+02  0.20841991E+02  0.82228426E+04  0.69266742E+01  0.17231435E+02  0.75064279E+03  0.70201720E+04 	 0.14131689E+02 -0.11023381E+03  0.42694098E+03 -0.15732771E+04			
  0.83848664E+01  0.56486661E+02  0.70179047E+02  0.82826323E+04  0.69641958E+01  0.20318248E+02  0.79276382E+03  0.67012163E+04 	 0.13912916E+02 -0.10854492E+03  0.41750128E+03  0.65951404E+03			
  0.84981867E+01  0.56866769E+02  0.11987484E+03  0.66754015E+04  0.70080570E+01  0.23569718E+02  0.83297112E+03  0.77092083E+04 	 0.13697501E+02 -0.10686700E+03  0.42145837E+03 -0.18982734E+04			
  0.86124531E+01  0.57426373E+02  0.15992725E+03  0.52013498E+04  0.70585900E+01  0.26994113E+02  0.87922637E+03  0.84163306E+04 	 0.13485437E+02 -0.10520394E+03  0.41006873E+03  0.61455414E+03			
  0.87279872E+01  0.58128498E+02  0.19113535E+03  0.65568840E+04  0.71161625E+01  0.30612014E+02  0.92972435E+03  0.78118458E+04 	 0.13276674E+02 -0.10355629E+03  0.41375604E+03 -0.12969528E+04			
  0.88450612E+01  0.58971722E+02  0.23047665E+03  0.12885413E+05  0.71811679E+01  0.34424654E+02  0.97659543E+03  0.60257865E+04 	 0.13071209E+02 -0.10191685E+03  0.40597443E+03 -0.27374212E+02			
  0.89640296E+01  0.60048254E+02  0.30778913E+03  0.12202938E+05  0.72539718E+01  0.38403345E+02  0.10127501E+04  0.62358766E+04 	 0.12868999E+02 -0.10029328E+03  0.40581018E+03 -0.10036296E+04			
  0.90854549E+01  0.61425846E+02  0.38100676E+03  0.10908096E+05  0.73348794E+01  0.42529176E+02  0.10501654E+04  0.50726185E+04 	 0.12670027E+02 -0.98682076E+02  0.39978839E+03 -0.60821411E+03			
  0.92099179E+01  0.63080770E+02  0.44645534E+03  0.10480586E+05  0.74241790E+01  0.46790709E+02  0.10806011E+04  0.45797955E+04 	 0.12474257E+02 -0.97090218E+02  0.39613910E+03  0.98655502E+02			
  0.93379491E+01  0.64992358E+02  0.50933885E+03  0.95793357E+04  0.75221194E+01  0.51168071E+02  0.11080799E+04  0.48524454E+04 	 0.12281661E+02 -0.95504478E+02  0.39673105E+03 -0.85837378E+03			
  0.94700478E+01  0.67144666E+02  0.56681487E+03  0.72012723E+04  0.76289267E+01  0.55658620E+02  0.11371946E+04  0.54319241E+04 	 0.12092232E+02 -0.93927849E+02  0.39158081E+03 -0.72016760E+03			
  0.96066620E+01  0.69498341E+02  0.61002250E+03  0.69096280E+04  0.77448362E+01  0.60272581E+02  0.11697861E+04  0.53973890E+04 	 0.11905936E+02 -0.92370163E+02  0.38725977E+03 -0.41227490E+03			
  0.97481540E+01  0.72021346E+02  0.65148027E+03  0.11071353E+05  0.78701037E+01  0.65016494E+02  0.12021704E+04  0.40988147E+04 	 0.11722744E+02 -0.90826096E+02  0.38478616E+03 -0.28767719E+03			
  0.98948912E+01  0.74760123E+02  0.71790839E+03  0.11502328E+05  0.80049781E+01  0.69874362E+02  0.12267633E+04  0.39757542E+04 	 0.11542628E+02 -0.89290398E+02  0.38306009E+03 -0.32815485E+03			
  0.10047375E+02  0.77769785E+02  0.78692236E+03  0.12579779E+05  0.81496657E+01  0.74829124E+02  0.12506179E+04  0.31069462E+04 	 0.11365577E+02 -0.87762093E+02  0.38109116E+03 -0.11443535E+04			
  0.10206163E+02  0.81068432E+02  0.86240103E+03  0.15627990E+05  0.83043513E+01  0.79868879E+02  0.12692595E+04  0.11012875E+04 	 0.11191567E+02 -0.86251457E+02  0.37422504E+03  0.13912173E+03			
  0.10371875E+02  0.84705572E+02  0.95616897E+03  0.15605761E+05  0.84691749E+01  0.84959132E+02  0.12758673E+04  0.11754568E+04 	 0.11020562E+02 -0.84752884E+02  0.37505975E+03 -0.96279712E+03			
  0.10545235E+02  0.88717517E+02  0.10498035E+04  0.85361056E+04  0.86442060E+01  0.90076707E+02  0.12829200E+04  0.32014226E+04 	 0.10852549E+02 -0.83264198E+02  0.36928296E+03  0.15624969E+02			
  0.10726938E+02  0.93019164E+02  0.11010202E+04  0.64389005E+04  0.88295167E+01  0.95246804E+02  0.13021285E+04  0.39216557E+04 	 0.10687497E+02 -0.81786873E+02  0.36937671E+03 -0.10051402E+04			
  0.10917432E+02  0.97500512E+02  0.11396536E+04  0.84703455E+04  0.90252502E+01  0.10050238E+03  0.13256585E+04  0.25904282E+04 	 0.10525393E+02 -0.80321426E+02  0.36334586E+03  0.13385945E+03			
  0.11117059E+02  0.10216077E+03  0.11904756E+04  0.12842577E+05  0.92315783E+01  0.10583610E+03  0.13412010E+04 -0.41792657E+03 	 0.10366206E+02 -0.78866455E+02  0.36414902E+03 -0.96269794E+03			
  0.11326245E+02  0.10707678E+03  0.12675311E+04  0.11899500E+05  0.94486120E+01  0.11119589E+03  0.13386935E+04  0.96536316E+01 	 0.10209922E+02 -0.77421410E+02  0.35837280E+03  0.78830559E+02			
  0.11545564E+02  0.11228970E+03  0.13389281E+04  0.12461840E+05  0.96763586E+01  0.11655078E+03  0.13387514E+04  0.33763733E+02 	 0.10056513E+02 -0.75986969E+02  0.35884579E+03 -0.78314050E+03			
  0.11775599E+02  0.11779496E+03  0.14136992E+04  0.12617527E+05  0.99148154E+01  0.12190619E+03  0.13389540E+04 -0.13971573E+03 	 0.99059677E+01 -0.74560982E+02  0.35414694E+03 -0.52252094E+03			
  0.12016945E+02  0.12360116E+03  0.14894043E+04  0.11586917E+05  0.10163983E+02  0.12726033E+03  0.13381157E+04  0.72832228E+03 	 0.97582579E+01 -0.73150658E+02  0.35101181E+03 -0.34448935E+03			
  0.12270197E+02  0.12969782E+03  0.15589258E+04  0.68995168E+04  0.10423861E+02  0.13262153E+03  0.13424856E+04  0.45399538E+04 	 0.96133575E+01 -0.71750740E+02  0.34894489E+03 -0.12700246E+03			
  0.12535884E+02  0.13601632E+03  0.16003229E+04  0.89109097E+04  0.10694511E+02  0.13804595E+03  0.13697253E+04  0.41582449E+04 	 0.94712505E+01 -0.70356483E+02  0.34818286E+03 -0.93472101E+03			
  0.12814389E+02  0.14252454E+03  0.16537884E+04 -0.47911157E+03  0.10976115E+02  0.14357475E+03  0.13946748E+04  0.34079861E+04 	 0.93319225E+01 -0.68974968E+02  0.34257452E+03  0.36621567E+02			
  0.13106049E+02  0.14913395E+03  0.16509137E+04 -0.56784014E+04  0.11268870E+02  0.14919435E+03  0.14151227E+04  0.31613152E+04 	 0.91953449E+01 -0.67604248E+02  0.34279425E+03 -0.60983533E+03			
  0.13410875E+02  0.15566946E+03  0.16168433E+04 -0.38154732E+04  0.11572945E+02  0.15489277E+03  0.14340906E+04  0.22799811E+04 	 0.90615025E+01 -0.66240387E+02  0.33913522E+03 -0.35785602E+03			
  0.13728651E+02  0.16209105E+03  0.15939505E+04  0.24850073E+03  0.11888485E+02  0.16065649E+03  0.14477705E+04 -0.13077616E+05 	 0.89303751E+01 -0.64888138E+02  0.33698810E+03 -0.58132434E+03			
  0.14059211E+02  0.16846983E+03  0.15954415E+04  0.50235974E+04  0.12215484E+02  0.16629065E+03  0.13693048E+04 -0.15671027E+05 	 0.88019419E+01 -0.63547157E+02  0.33350012E+03 -0.58658482E+02			
  0.14402573E+02  0.17491188E+03  0.16255830E+04 -0.16985448E+05  0.12553418E+02  0.17157981E+03  0.12752786E+04 -0.46080844E+03 	 0.86761808E+01 -0.62213860E+02  0.33314819E+03 -0.61360809E+03			
  0.14758763E+02  0.18121039E+03  0.15236704E+04 -0.42560047E+05  0.12901675E+02  0.17667540E+03  0.12725138E+04  0.18554820E+05 	 0.85530806E+01 -0.60888626E+02  0.32946652E+03 -0.22967482E+03			
  0.15126938E+02  0.18679435E+03  0.12683101E+04 -0.40943574E+05  0.13260264E+02  0.18198811E+03  0.13838427E+04  0.14236852E+05 	 0.84326191E+01 -0.59573513E+02  0.32808847E+03 -0.71112598E+03			
  0.15505272E+02  0.19137627E+03  0.10226486E+04  0.47915472E+04  0.13629889E+02  0.18769432E+03  0.14692638E+04  0.18747399E+05 	 0.83147802E+01 -0.58269711E+02  0.32382178E+03  0.17592204E+03			
  0.15892154E+02  0.19552436E+03  0.10513979E+04  0.24314168E+05  0.14011305E+02  0.19379635E+03  0.15817482E+04  0.21958003E+05 	 0.81995373E+01 -0.56972309E+02  0.32487732E+03 -0.10497797E+04			
  0.16287603E+02  0.20002172E+03  0.11972829E+04 -0.18723221E+05  0.14405400E+02  0.20038684E+03  0.17134962E+04  0.10072844E+05 	 0.80868835E+01 -0.55685394E+02  0.31857861E+03  0.20853000E+03			
  0.16692285E+02  0.20458617E+03  0.10849436E+04 -0.14344114E+06  0.14813109E+02  0.20736170E+03  0.17739333E+04 -0.37367426E+05 	 0.79767885E+01 -0.54408573E+02  0.31982980E+03 -0.61786145E+03			
  0.17104650E+02  0.20720466E+03  0.22429673E+03 -0.21354077E+06  0.15234629E+02  0.21400902E+03  0.15497287E+04 -0.36569971E+05 	 0.78692455E+01 -0.53136665E+02  0.31612262E+03 -0.24141644E+03			
  0.17518248E+02  0.20553935E+03 -0.10569479E+04  0.23135636E+06  0.15668553E+02  0.21976909E+03  0.13303089E+04 -0.98296389E+04 	 0.77642345E+01 -0.51875072E+02  0.31467413E+03 -0.68145612E+03			
  0.17926950E+02  0.20408784E+03  0.33119026E+03  0.56119361E+06  0.16113334E+02  0.22497237E+03  0.12713311E+04  0.14962882E+05 	 0.76617374E+01 -0.50624550E+02  0.31058539E+03  0.16631665E+03			
  0.18340940E+02  0.21214692E+03  0.36983519E+04  0.54518436E+06  0.16568484E+02  0.23023725E+03  0.13611084E+04  0.29272566E+04 	 0.75617318E+01 -0.49380211E+02  0.31158328E+03 -0.81882007E+03			
  0.18784389E+02  0.23348254E+03  0.69694581E+04 -0.40569417E+06  0.17034426E+02  0.23571681E+03  0.13786719E+04  0.10297258E+06 	 0.74642124E+01 -0.48143719E+02  0.30667041E+03 -0.44895081E+02			
  0.19275986E+02  0.25649204E+03  0.45352930E+04 -0.55207087E+06  0.17512198E+02  0.24246717E+03  0.19965074E+04  0.12488698E+06 	 0.73691511E+01 -0.46917572E+02  0.30640106E+03 -0.55553705E+03			
  0.19802695E+02  0.26800837E+03  0.12228678E+04 -0.35431943E+06  0.18006118E+02  0.25195185E+03  0.27458293E+04  0.71051097E+05 	 0.72765369E+01 -0.45698631E+02  0.30306781E+03  0.11291481E+01			
  0.20340768E+02  0.26864800E+03 -0.90304879E+03  0.29777634E+06  0.18521573E+02  0.26378778E+03  0.31721359E+04 -0.12350548E+06 	 0.71863518E+01 -0.44486343E+02  0.30307458E+03 -0.81940674E+03			
  0.20876834E+02  0.26860913E+03  0.88360924E+03  0.25107780E+06  0.19060849E+02  0.27499425E+03  0.24311029E+04 -0.11978021E+06 	 0.70985847E+01 -0.43283878E+02  0.29815814E+03  0.11698890E+03			
  0.21419596E+02  0.27515650E+03  0.23900760E+04  0.92913592E+05  0.19619604E+02  0.28328130E+03  0.17124217E+04 -0.18262085E+05 	 0.70132103E+01 -0.42089840E+02  0.29886008E+03 -0.60125610E+03			
